Channel	        Frequency
2201.847656	562.270386
2200.958252	612.756104
2200.068604	536.760376
2199.178711	545.085632
2198.288818	570.262695
2197.398682	564.535034
2196.508545	553.193420
2195.617920	648.542847
2194.727295	575.435242
2193.836670	524.807556
2192.945557	580.824219
2192.054443	619.986938
2191.163086	650.719910
2190.271729	608.529602
2189.379883	563.551880
2188.488037	619.506653
2187.596191	647.413208
2186.703857	652.891968
2185.811523	613.543518
2184.918945	593.817444
2184.026367	590.901917
2183.133545	587.987427
2182.240479	531.885498
2181.347168	638.138916
2180.453857	643.611816
2179.560303	576.340576
2178.666504	601.403870
2177.772461	623.660767
2176.878418	606.763000
2175.984131	587.076111
2175.089844	589.757324
2174.195068	600.821045
2173.300293	592.322571
2172.405518	519.578430
2171.510254	597.678589
2170.614990	591.977905
2169.719482	541.610535
2168.823975	575.000671
2167.927979	552.563293
2167.031982	493.862244
2166.135986	602.562378
2165.239502	574.554443
2164.343018	540.980225
2163.446289	571.543396
2162.549561	577.007446
2161.652344	610.338623
2160.755127	557.278625
2159.857910	565.528015
2158.960205	568.203491
2158.062500	584.801819
2157.164551	551.277466
2156.266602	590.142029
2155.368164	615.075745
2154.469727	562.086731
2153.571289	575.887878
2152.672363	483.985626
2151.773438	625.721924
2150.874268	572.771851
2149.975098	608.799316
2149.075439	592.004822
2148.175781	572.437988
2147.275879	550.100464
2146.375977	555.549011
2145.475830	558.218262
2144.575439	588.653076
2143.674805	602.419250
2142.774170	510.707794
2141.873291	555.009216
2140.972168	538.254272
2140.071045	552.019409
2139.169678	596.286926
2138.268066	604.489624
2137.366211	637.640198
2136.464355	620.885315
2135.562256	617.993286
2134.659912	576.312073
2133.757568	609.442261
2132.854736	620.402283
2131.951904	623.050659
2131.049072	586.937988
2130.145752	631.112305
2129.242432	581.174500
2128.338867	603.197083
2127.435303	652.875244
2126.531494	564.239929
2125.627441	702.397217
2124.723145	616.551514
2123.818848	696.595215
2122.914063	663.294800
2122.009521	610.665039
2121.104492	596.732849
2120.199463	696.052734
2119.294189	624.116150
2118.388672	635.038757
2117.482910	643.196533
2116.577148	618.231567
2115.671143	604.313965
2114.765137	645.579529
2113.858643	678.553955
2112.952148	628.781067
2112.045410	647.959473
2111.138672	683.670776
2110.231689	678.025085
2109.324463	672.381592
2108.416992	614.392883
2107.509277	614.273132
2106.601563	611.399292
2105.693604	611.280090
2104.785645	732.291870
2103.877197	721.139282
2102.968750	712.742920
2102.060303	643.819763
2101.151367	764.730652
2100.242432	712.325928
2099.333252	745.184021
2098.423828	813.769165
2097.514404	725.652527
2096.604736	755.740540
2095.694824	761.088257
2094.784668	804.892944
2093.874512	777.270447
2092.964111	752.404724
2092.053467	722.057739
2091.142578	732.896484
2090.231689	749.219788
2089.320557	749.073486
2088.409424	694.060791
2087.497803	644.555054
2086.586182	715.727783
2085.674316	729.296570
2084.762207	751.083557
2083.850098	701.605225
2082.937744	665.846741
2082.025146	723.247742
2081.112549	692.977051
2080.199463	681.887634
2079.286377	665.326538
2078.373291	703.520630
2077.459717	763.594910
2076.546143	749.763855
2075.632324	683.957397
2074.718262	724.853149
2073.804199	754.793823
2072.889893	680.822205
2071.975342	653.352173
2071.060791	727.019653
2070.145752	713.214355
2069.230713	715.807007
2068.315430	704.740784
2067.400146	712.796021
2066.484619	742.691956
2065.568848	690.677612
2064.652832	723.295471
2063.736572	728.611755
2062.820313	739.382629
2061.903809	804.705505
2060.987305	771.820679
2060.070313	785.303345
2059.153320	738.804016
2058.236084	765.916260
2057.318848	793.017822
2056.401123	784.688721
2055.483398	743.673889
2054.565674	789.828613
2053.647461	789.673950
2052.729248	854.858887
2051.810791	802.974487
2050.892090	767.438843
2049.973145	729.196228
2049.054199	710.010986
2048.135010	799.625793
2047.215698	715.171387
2046.296143	728.625061
2045.376465	769.255554
2044.456543	736.492615
2043.536499	774.388428
2042.616211	684.588257
2041.695801	752.356262
2040.775146	719.622131
2039.854370	716.766052
2038.933350	754.628479
2038.012207	738.196777
2037.090820	784.180298
2036.169312	786.739441
2035.247681	770.311035
2034.325806	710.499695
2033.403687	737.473389
2032.481445	764.436401
2031.558960	775.127441
2030.636353	837.298584
2029.713623	823.588501
2028.790649	850.513306
2027.867432	966.795166
2026.944092	923.284241
2026.020630	890.618530
2025.096924	906.682861
2024.173096	920.034851
2023.249023	817.047058
2022.324707	852.050659
2021.400391	846.474670
2020.475708	870.643250
2019.550903	873.175659
2018.625977	902.734985
2017.700806	772.848877
2016.775513	859.152710
2015.849976	794.155029
2014.924316	793.999084
2013.998413	769.541809
2013.072388	753.192993
2012.146118	744.947754
2011.219727	793.375427
2010.293091	766.239319
2009.366333	747.206299
2008.439331	733.574646
2007.512207	749.609131
2006.584839	730.590454
2005.657349	684.625488
2004.729614	773.420898
2003.801758	746.325684
2002.873657	721.934875
2001.945435	737.952515
2001.017090	788.969299
2000.088379	713.432617
1999.159668	699.833984
1998.230713	726.607727
1997.301514	777.586487
1996.372192	731.702148
1995.442627	739.626892
1994.512939	755.615540
1993.583008	771.597900
1992.652954	760.694214
1991.722778	757.857117
1990.792236	792.637817
1989.861694	685.026672
1988.930908	781.582520
1987.999878	786.799316
1987.068726	773.220520
1986.137329	781.121094
1985.205811	740.711304
1984.274048	831.794556
1983.342163	727.006287
1982.410156	772.459717
1981.477783	761.581116
1980.545410	831.139648
1979.612793	753.239502
1978.679932	779.891602
1977.746948	760.981384
1976.813721	803.695251
1975.880371	755.324707
1974.946777	824.802063
1974.013062	816.607361
1973.079102	760.232117
1972.145020	719.937134
1971.210693	805.421448
1970.276245	759.782776
1969.341553	783.705933
1968.406738	812.968018
1967.471680	834.197449
1966.536499	783.242554
1965.601074	761.706909
1964.665527	758.884583
1963.729736	742.705322
1962.793823	862.757263
1961.857666	763.776855
1960.921265	851.736938
1959.984863	830.213013
1959.048096	848.731995
1958.111206	813.874817
1957.174194	824.385925
1956.236938	786.879883
1955.299561	837.395020
1954.361938	871.892151
1953.424072	807.740662
1952.486084	828.903503
1951.547974	815.416138
1950.609619	927.152954
1949.671021	868.368408
1948.732300	830.912415
1947.793457	809.447144
1946.854248	843.895020
1945.915039	801.142761
1944.975586	811.628845
1944.035889	872.661316
1943.096069	840.568604
1942.156006	906.890137
1941.215820	930.641785
1940.275391	938.433350
1939.334839	847.878479
1938.394043	858.340515
1937.453125	863.484680
1936.511963	950.973694
1935.570679	865.799316
1934.629150	833.764587
1933.687378	838.909363
1932.745605	886.520081
1931.803467	883.691101
1930.861206	849.024780
1929.918823	899.257813
1928.976196	838.080505
1928.033325	872.385986
1927.090332	925.235596
1926.147095	837.583435
1925.203735	855.968201
1924.260254	929.985779
1923.316406	903.311768
1922.372559	852.811890
1921.428345	879.122803
1920.484131	818.057800
1919.539551	873.481140
1918.594849	897.125793
1917.650024	788.467773
1916.704956	883.544006
1915.759766	880.724365
1914.814331	846.174194
1913.868652	875.088196
1912.922852	951.569153
1911.976929	895.883545
1911.030640	961.761169
1910.084351	929.870605
1909.137817	868.939941
1908.191040	971.752502
1907.244141	910.837524
1906.296997	947.611328
1905.349731	1042.429932
1904.402222	976.259888
1903.454468	997.170654
1902.506592	1018.073059
1901.558594	1031.056152
1900.610352	1094.126709
1899.661865	1022.739868
1898.713257	1030.443359
1897.764526	1069.762329
1896.815430	1069.550293
1895.866333	1106.212036
1894.916870	1063.859741
1893.967407	1066.281616
1893.017578	1042.379761
1892.067627	1034.277832
1891.117554	1023.547791
1890.167236	1052.282593
1889.216675	1044.183350
1888.265991	1030.827881
1887.315186	1009.590332
1886.364136	1075.105591
1885.412842	1003.933594
1884.461426	1011.617188
1883.509766	1045.568115
1882.557861	990.203491
1881.605957	1013.641113
1880.653687	1094.830200
1879.701294	1081.488037
1878.748779	1013.037659
1877.795898	989.221252
1876.843018	1023.129150
1875.889893	1009.811584
1874.936523	991.254517
1873.983032	1043.494629
1873.029297	1003.967529
1872.075317	1064.046631
1871.121216	1029.771606
1870.166992	953.593933
1869.212524	958.643005
1868.257813	1010.827026
1867.302979	1036.808228
1866.347900	1104.661987
1865.392700	1015.458984
1864.437256	1085.906616
1863.481689	1114.468140
1862.525879	1064.550171
1861.569824	1059.108398
1860.613647	1077.199829
1859.657349	1076.985718
1858.700806	1079.385132
1857.744019	1097.461548
1856.787109	1125.980713
1855.829956	1138.816650
1854.872559	1149.035889
1853.915039	1211.469604
1852.957397	1203.397461
1851.999512	1247.526245
1851.041382	1192.481323
1850.083130	1187.026367
1849.124634	1231.131836
1848.166016	1230.886963
1847.207153	1131.564941
1846.248169	1146.980347
1845.288940	1201.483398
1844.329468	1136.100952
1843.369873	1146.295654
1842.410034	1146.067505
1841.450073	1135.422607
1840.489868	1184.666138
1839.529541	1134.970581
1838.568970	1158.168213
1837.608154	1131.916504
1836.647217	1110.878418
1835.686035	1134.066772
1834.724731	1170.248657
1833.763184	1073.814331
1832.801514	1104.794556
1831.839600	1068.188477
1830.877441	1034.195435
1829.915161	1122.320190
1828.952759	1075.342529
1827.989990	1062.143555
1827.027100	1147.613403
1826.064087	1147.384766
1825.100830	1066.699341
1824.137451	1058.702148
1823.173706	1131.132690
1822.209961	1084.218384
1821.245972	1071.035645
1820.281738	1081.193237
1819.317261	1047.278076
1818.352661	1119.638428
1817.387939	1064.999023
1816.422974	994.837158
1815.457764	1095.656738
1814.492432	1046.234131
1813.526855	1141.824707
1812.561035	1001.809509
1811.595093	1048.196167
1810.629028	1050.574585
1809.662720	1050.364990
1808.696167	1104.473633
1807.729370	1112.011475
1806.762573	1078.177246
1805.795410	1077.962036
1804.828125	1126.852783
1803.860596	1126.627808
1802.892944	1100.567993
1801.925049	1084.850342
1800.957031	1200.844482
1799.988770	1117.982422
1799.020264	1071.293335
1798.051636	1140.764038
1797.082764	1143.116577
1796.113770	1150.627808
1795.144531	1204.564697
1794.175049	1204.323975
1793.205444	1165.408325
1792.235718	1152.286377
1791.265625	1141.746826
1790.295410	1136.365112
1789.325073	1197.968506
1788.354492	1264.698853
1787.383667	1238.693604
1786.412720	1189.526123
1785.441528	1204.733521
1784.470215	1227.656006
1783.498657	1268.581543
1782.526855	1209.156372
1781.554932	1216.630981
1780.582764	1159.811401
1779.610474	1216.144287
1778.637939	1221.042236
1777.665161	1272.199951
1776.692261	1215.414551
1775.719238	1258.845581
1774.745850	1235.476685
1773.772339	1245.501587
1772.798706	1276.062744
1771.824829	1352.817871
1770.850708	1349.980591
1769.876465	1359.974243
1768.901978	1362.267456
1767.927246	1464.593262
1766.952393	1418.139893
1765.977295	1476.826416
1765.002075	1471.403809
1764.026611	1463.420410
1763.050903	1483.626465
1762.075073	1457.710571
1761.099121	1564.995972
1760.122803	1295.792725
1759.146362	1395.386475
1758.169800	1387.427368
1757.192993	1435.776367
1756.215942	1512.252686
1755.238770	1419.851196
1754.261353	1370.968872
1753.283691	1391.152222
1752.305908	1406.213867
1751.327881	1431.494385
1750.349731	1377.537109
1749.371338	1336.377441
1748.392700	1371.875366
1747.413940	1348.612549
1746.434937	1396.861938
1745.455811	1417.007080
1744.476440	1426.933594
1743.496826	1444.512329
1742.517090	1405.948120
1741.537109	1489.852905
1740.557007	1423.238281
1739.576660	1456.103882
1738.596069	1504.253784
1737.615356	1376.498291
1736.634399	1432.290405
1735.653198	1485.511963
1734.671875	1515.784180
1733.690308	1469.633423
1732.708618	1469.338379
1731.726685	1456.313354
1730.744507	1501.839844
1729.762207	1509.173218
1728.779663	1501.236694
1727.796997	1528.918701
1726.814087	1508.264160
1725.830933	1566.448730
1724.847656	1573.761230
1723.864136	1581.070923
1722.880371	1631.581299
1721.896484	1600.762695
1720.912354	1564.875732
1719.928101	1541.702393
1718.943604	1579.483032
1717.958862	1589.320923
1716.973999	1632.153320
1715.988892	1672.430542
1715.003662	1669.557007
1714.018066	1742.788818
1713.032471	1762.728760
1712.046509	1726.873291
1711.060425	1721.455444
1710.074219	1700.831055
1709.087646	1771.448364
1708.101074	1707.748169
1707.114136	1818.867310
1706.127075	1767.846802
1705.139771	1886.505615
1704.152344	1713.969482
1703.164673	1827.528809
1702.176758	1900.551147
1701.188721	1895.108276
1700.200439	1894.726929
1699.211914	1972.749634
1698.223267	1967.295288
1697.234497	2083.194092
1696.245361	2044.860107
1695.256104	1988.851440
1694.266602	2033.930176
1693.276978	2126.986816
1692.287109	2156.865723
1691.296997	2217.033447
1690.306763	2236.783691
1689.316284	2105.081055
1688.325684	2281.306885
1687.334839	2295.985596
1686.343750	2265.252441
1685.352539	2340.457275
1684.361084	2445.890137
1683.369385	2528.591309
1682.377563	2613.779297
1681.385498	2789.653320
1680.393188	2957.897705
1679.400757	3078.213379
1678.408081	3208.554199
1677.415283	3381.647949
1676.422119	3532.014404
1675.428955	3710.006592
1674.435425	3933.223145
1673.441772	3907.270508
1672.447876	4122.810547
1671.453857	4451.435547
1670.459595	4686.893555
1669.465088	5030.354980
1668.470459	5519.456055
1667.475586	5812.352051
1666.480591	6348.832520
1665.485229	7141.309570
1664.489868	7725.020996
1663.494141	8695.171875
1662.498291	10026.423828
1661.502197	11982.094727
1660.505981	14140.232422
1659.509521	17223.265625
1658.512817	20362.744141
1657.515869	22941.705078
1656.518799	25707.673828
1655.521606	27377.041016
1654.524048	28296.343750
1653.526367	29373.138672
1652.528564	30720.070313
1651.530396	33223.675781
1650.532104	36652.855469
1649.533691	40874.347656
1648.535034	44235.507813
1647.536133	46051.089844
1646.536987	45558.847656
1645.537720	42292.339844
1644.538208	37841.554688
1643.538452	33094.976563
1642.538574	28692.849609
1641.538452	25114.916016
1640.538208	22353.177734
1639.537720	20274.710938
1638.536987	18656.755859
1637.536011	17006.984375
1636.534912	15789.898438
1635.533691	14723.105469
1634.532104	13861.431641
1633.530396	13114.909180
1632.528442	12775.404297
1631.526367	12296.333008
1630.524048	12231.490234
1629.521484	12194.103516
1628.518799	12418.514648
1627.515747	13226.120117
1626.512695	14457.065430
1625.509277	16631.853516
1624.505737	19388.689453
1623.501953	23364.830078
1622.498047	28499.769531
1621.493896	34284.914063
1620.489502	40107.542969
1619.484985	44474.445313
1618.480225	47476.078125
1617.475220	48197.824219
1616.470093	46902.218750
1615.464722	45609.617188
1614.459106	43991.859375
1613.453247	44010.289063
1612.447266	45584.386719
1611.441162	48993.968750
1610.434692	51430.878906
1609.428101	53705.367188
1608.421265	51752.699219
1607.414307	48003.421875
1606.407104	42334.527344
1605.399658	36695.222656
1604.392090	31212.031250
1603.384155	26534.769531
1602.376221	23094.480469
1601.367920	20273.000000
1600.359497	17683.216797
1599.350830	15733.954102
1598.342041	13951.510742
1597.332886	12516.649414
1596.323730	10975.855469
1595.314209	10198.465820
1594.304565	9171.308594
1593.294678	8424.306641
1592.284546	7754.333008
1591.274292	7421.169922
1590.263794	7043.608398
1589.253052	6849.242188
1588.242188	6729.145508
1587.231079	6371.733887
1586.219849	6123.236328
1585.208252	6203.553711
1584.196533	6219.590820
1583.184570	6121.977051
1582.172485	6177.544434
1581.160156	6319.522461
1580.147583	6350.335938
1579.134888	6610.709473
1578.121948	6779.659668
1577.108765	7328.539551
1576.095337	7832.789551
1575.081787	8139.512695
1574.067993	8853.003906
1573.054077	9590.859375
1572.039795	10609.425781
1571.025391	11659.617188
1570.010864	13234.214844
1568.995972	14689.923828
1567.980957	16152.428711
1566.965820	17892.601563
1565.950317	19693.615234
1564.934692	21141.900391
1563.918823	22633.892578
1562.902832	23810.333984
1561.886597	24752.591797
1560.870117	25150.916016
1559.853394	25337.601563
1558.836548	24749.779297
1557.819458	23535.404297
1556.802124	21439.277344
1555.784668	19452.111328
1554.766968	17286.427734
1553.749023	15178.112305
1552.730957	13520.011719
1551.712646	11730.015625
1550.694092	10355.558594
1549.675293	9104.361328
1548.656372	8059.767090
1547.637207	7363.924805
1546.617798	6531.025391
1545.598267	6017.225586
1544.578491	5542.858887
1543.558472	5223.098633
1542.538330	4896.116699
1541.517944	4459.017578
1540.497314	4328.285156
1539.476440	4168.217285
1538.455444	3986.177734
1537.434204	3916.821045
1536.412720	3862.177490
1535.391113	3822.237793
1534.369263	3628.183838
1533.347168	3644.566406
1532.324951	3570.457764
1531.302368	3569.729492
1530.279785	3458.998291
1529.256836	3394.748047
1528.233765	3391.612305
1527.210449	3456.882080
1526.186890	3619.826416
1525.163086	3523.848877
1524.139160	3545.103516
1523.114990	3624.934326
1522.090698	3975.631836
1521.066040	4191.983887
1520.041260	4535.103516
1519.016357	5156.133301
1517.991089	5918.344727
1516.965698	6828.965820
1515.940063	7595.399414
1514.914185	8293.282227
1513.888184	8410.979492
1512.861938	7627.288574
1511.835449	6510.245605
1510.808838	6082.780273
1509.781982	5803.998047
1508.754883	5853.927734
1507.727539	6453.823242
1506.700073	7041.308105
1505.672363	7324.480469
1504.644409	7091.937012
1503.616211	6404.782227
1502.587891	5630.388672
1501.559326	4846.589355
1500.530640	4376.591309
1499.501587	3955.377197
1498.472412	3675.222412
1497.442993	3468.040283
1496.413452	3326.501221
1495.383545	3223.861572
1494.353516	3104.273926
1493.323364	2928.922852
1492.292847	3008.385742
1491.262207	2976.237305
1490.231323	2924.700928
1489.200195	2904.705566
1488.168945	2828.963135
1487.137451	2859.891602
1486.105713	2953.809082
1485.073730	2921.710205
1484.041626	2969.555176
1483.009277	2835.756592
1481.976685	2881.177979
1480.943970	2967.732178
1479.911011	3025.208740
1478.877808	2985.874512
1477.844360	3108.641113
1476.810791	3146.703613
1475.776855	3196.841064
1474.742920	3172.009521
1473.708618	3321.225830
1472.674194	3380.963135
1471.639404	3530.075195
1470.604614	3444.802246
1469.569458	3506.892090
1468.534180	3564.126709
1467.498657	3471.656006
1466.462891	3695.421387
1465.426880	3670.531738
1464.390747	3792.829102
1463.354370	3878.892578
1462.317749	3904.626709
1461.281006	4108.783203
1460.244019	4218.835938
1459.206787	4413.202637
1458.169312	4455.673828
1457.131592	4748.692383
1456.093750	5015.093750
1455.055664	5303.060059
1454.017456	5554.791016
1452.978882	5878.637695
1451.940186	6207.165039
1450.901245	6485.023926
1449.862061	6753.145508
1448.822754	7047.615234
1447.783203	7531.945801
1446.743408	7768.430176
1445.703369	7882.220215
1444.663208	7931.072754
1443.622803	7766.049805
1442.582153	7531.425781
1441.541260	7284.888184
1440.500244	7158.520508
1439.458862	6957.776855
1438.417358	6728.310059
1437.375732	6477.338379
1436.333740	6396.827637
1435.291626	6237.185059
1434.249268	6245.497070
1433.206665	6052.379395
1432.163940	6010.379395
1431.120972	5939.633301
1430.077759	5768.264160
1429.034302	5568.213867
1427.990723	5612.583496
1426.946777	5700.043945
1425.902710	5485.763184
1424.858521	5513.363281
1423.813965	5256.125488
1422.769287	5118.643066
1421.724365	5186.973633
1420.679199	4973.017090
1419.633911	5046.131348
1418.588257	4760.560059
1417.542480	4582.680176
1416.496460	4550.666992
1415.450317	4506.718262
1414.403809	4484.289551
1413.357178	4445.149414
1412.310303	4472.892090
1411.263306	4419.444336
1410.215942	4411.373535
1409.168457	4334.093750
1408.120728	4442.963379
1407.072754	4513.617676
1406.024658	4486.451660
1404.976318	4454.527832
1403.927734	4486.988770
1402.878906	4474.146484
1401.829834	4647.196777
1400.780640	4777.287598
1399.731201	4957.350586
1398.681519	5101.613281
1397.631592	5164.854980
1396.581543	5237.593262
1395.531250	5231.753906
1394.480713	5682.827148
1393.429932	5691.172852
1392.378906	6065.844727
1391.327759	6164.481934
1390.276367	6567.434082
1389.224731	6958.333496
1388.172974	7199.332520
1387.120850	7746.776367
1386.068604	8391.402344
1385.016113	8886.116211
1383.963379	9663.232422
1382.910522	10463.770508
1381.857422	11570.206055
1380.803955	12673.810547
1379.750488	14220.689453
1378.696655	15728.970703
1377.642700	17950.570313
1376.588379	20481.910156
1375.533936	22798.818359
1374.479370	25513.003906
1373.424438	27913.234375
1372.369385	29774.605469
1371.314087	31047.703125
1370.258545	30918.132813
1369.202759	29881.673828
1368.146851	27941.253906
1367.090576	25454.855469
1366.034180	22702.064453
1364.977539	20203.574219
1363.920776	17902.457031
1362.863647	16463.167969
1361.806396	14868.412109
1360.748901	13749.494141
1359.691284	12590.857422
1358.633301	11659.555664
1357.575195	10728.638672
1356.516724	10105.181641
1355.458130	9481.981445
1354.399414	8922.790039
1353.340332	8729.732422
1352.281128	8350.299805
1351.221680	7987.541016
1350.161987	7929.269043
1349.102051	7868.661621
1348.041992	8065.125000
1346.981567	8091.750000
1345.921021	8262.155273
1344.860229	8684.663086
1343.799316	8909.069336
1342.738037	9510.307617
1341.676636	9993.531250
1340.614990	10695.551758
1339.553101	11359.612305
1338.490967	12421.196289
1337.428711	13456.452148
1336.366089	14761.858398
1335.303345	16828.892578
1334.240356	19527.730469
1333.177246	23074.302734
1332.113770	27646.755859
1331.050171	31838.896484
1329.986328	36877.628906
1328.922241	42045.839844
1327.857910	48052.835938
1326.793457	54839.390625
1325.728638	60550.093750
1324.663696	64777.148438
1323.598511	67427.601563
1322.533081	66198.125000
1321.467529	61257.703125
1320.401733	52901.839844
1319.335571	43276.058594
1318.269287	34148.972656
1317.202881	27557.302734
1316.136108	22114.392578
1315.069092	18142.882813
1314.001953	15035.113281
1312.934570	12589.121094
1311.866943	11048.029297
1310.799194	9783.835938
1309.731079	8812.754883
1308.662842	8225.872070
1307.594360	7583.078613
1306.525635	7101.959961
1305.456665	7006.935547
1304.387451	6631.357422
1303.318115	6711.804199
1302.248535	6479.018066
1301.178711	6487.020508
1300.108643	6364.184570
1299.038330	6150.301270
1297.967896	5913.152344
1296.897095	5930.603516
1295.826172	5726.279785
1294.755005	5603.727051
1293.683716	5679.566895
1292.612061	5802.033203
1291.540161	5884.796875
1290.468140	6088.788574
1289.395874	6432.584473
1288.323364	6834.512695
1287.250732	7441.358887
1286.177734	8411.439453
1285.104614	9607.082031
1284.031128	11540.542969
1282.957520	14316.148438
1281.883667	17933.371094
1280.809692	22221.773438
1279.735352	26764.375000
1278.660889	30476.798828
1277.586182	30342.523438
1276.511230	28843.125000
1275.436035	25753.912109
1274.360596	22442.810547
1273.285034	19063.357422
1272.209106	15896.769531
1271.133057	13128.776367
1270.056763	11026.250000
1268.980225	9635.220703
1267.903564	8469.986328
1266.826538	7815.928711
1265.749390	7637.917969
1264.671997	7854.442871
1263.594360	8358.542969
1262.516479	9453.879883
1261.438354	10977.760742
1260.359985	13333.324219
1259.281494	16278.985352
1258.202759	19251.228516
1257.123779	20762.529297
1256.044556	20609.949219
1254.965088	19324.896484
1253.885498	17060.904297
1252.805542	15332.631836
1251.725464	13618.965820
1250.645142	12570.158203
1249.564575	12264.456055
1248.483765	11880.234375
1247.402710	11988.765625
1246.321533	12740.033203
1245.239990	14339.375000
1244.158325	16545.894531
1243.076416	20313.541016
1241.994263	25867.740234
1240.911987	32671.511719
1239.829346	40927.285156
1238.746582	49142.675781
1237.663452	55531.070313
1236.580200	58542.746094
1235.496704	56253.183594
1234.412964	49618.429688
1233.329102	40931.449219
1232.244873	33103.585938
1231.160522	27183.263672
1230.075806	23173.904297
1228.990967	20896.869141
1227.905884	19219.816406
1226.820679	18494.808594
1225.735107	17889.861328
1224.649292	16944.388672
1223.563354	16346.918945
1222.477173	15473.509766
1221.390747	14828.272461
1220.304077	13819.806641
1219.217163	12797.959961
1218.130005	11884.624023
1217.042725	11059.036133
1215.955078	10426.883789
1214.867310	9760.521484
1213.779297	9066.864258
1212.691040	8217.282227
1211.602539	7724.055664
1210.513794	6838.367676
1209.424927	6409.916992
1208.335693	5866.877930
1207.246338	5482.410645
1206.156738	5116.458984
1205.066895	4684.136719
1203.976807	4389.600098
1202.886475	4106.650879
1201.795898	3981.999512
1200.705200	3802.392578
1199.614258	3746.601318
1198.522949	3654.177002
1197.431519	3612.182861
1196.339844	3583.946533
1195.247925	3537.405029
1194.155884	3520.641113
1193.063477	3485.575195
1191.970947	3560.354492
1190.878052	3568.760010
1189.785034	3503.971924
1188.691772	3535.252441
1187.598267	3507.077637
1186.504517	3597.773438
1185.410522	3569.596924
1184.316406	3431.761963
1183.221924	3433.327637
1182.127319	3373.228760
1181.032471	3411.339355
1179.937378	3490.525879
1178.842041	3590.220459
1177.746460	3794.841553
1176.650635	4211.551270
1175.554565	4723.887207
1174.458374	6077.508789
1173.361816	8050.727051
1172.265137	11639.307617
1171.168213	17819.951172
1170.071045	27345.238281
1168.973633	37868.894531
1167.875977	42498.199219
1166.778076	36844.242188
1165.680054	25248.267578
1164.581665	15846.851563
1163.483154	10136.035156
1162.384399	7196.577148
1161.285278	5634.582031
1160.186035	4653.183594
1159.086670	3988.256104
1157.986938	3750.993164
1156.886963	3359.275635
1155.786743	3165.418701
1154.686401	2983.002686
1153.585815	2868.805664
1152.484863	2820.513672
1151.383789	2670.070557
1150.282471	2556.010498
1149.180908	2519.161621
1148.079102	2507.287598
1146.977173	2352.499023
1145.874878	2406.438965
1144.772339	2310.694092
1143.669678	2351.017090
1142.566772	2334.656738
1141.463501	2220.857178
1140.360107	2261.173340
1139.256470	2183.680420
1138.152588	2094.896240
1137.048462	2137.477295
1135.944214	2148.347168
1134.839600	2190.898926
1133.734863	2174.598389
1132.629761	2149.255127
1131.524536	2218.922363
1130.418945	2236.547119
1129.313232	2421.474609
1128.207275	2533.989014
1127.101074	2700.695801
1125.994629	2799.546875
1124.888062	2909.651367
1123.781128	3049.070801
1122.673950	2971.654053
1121.566650	2797.192139
1120.459106	2848.517822
1119.351196	2802.785156
1118.243164	2646.517822
1117.134888	2625.659424
1116.026367	2710.806152
1114.917603	2766.604980
1113.808594	2946.366211
1112.699341	3200.427979
1111.589844	3600.850098
1110.480225	4282.712402
1109.370239	5036.364746
1108.260132	6019.395020
1107.149780	6797.129395
1106.039063	7338.183105
1104.928223	7656.208496
1103.817139	7762.597168
1102.705811	7538.255859
1101.594238	6918.170410
1100.482422	5949.812012
1099.370361	4777.281250
1098.258179	3859.229736
1097.145630	3256.170898
1096.032837	2925.218018
1094.919922	2531.509766
1093.806763	2411.950684
1092.693237	2164.460205
1091.579590	2199.920898
1090.465698	2026.642456
1089.351563	2039.678223
1088.237183	1978.676392
1087.122559	1928.914673
1086.007690	2051.842529
1084.892578	1979.666382
1083.777222	1979.248779
1082.661743	1963.143921
1081.545898	1893.272339
1080.429932	1948.875000
1079.313599	1899.192139
1078.197144	1894.313110
1077.080444	1956.595947
1075.963379	1880.084229
1074.846191	1942.343506
1073.728760	1809.935669
1072.611084	1874.420044
1071.493164	1831.534424
1070.375000	1851.270142
1069.256592	1864.291260
1068.138062	1942.118652
1067.019165	1836.690796
1065.900024	1925.660522
1064.780762	1847.082153
1063.661133	1924.846924
1062.541382	1819.511230
1061.421265	1895.016724
1060.301025	1934.784668
1059.180542	1912.064575
1058.059814	2000.886108
1056.938721	1913.486450
1055.817505	2069.160889
1054.696045	2010.763428
1053.574341	2199.782471
1052.452393	2194.860840
1051.330322	2287.964844
1050.207886	2441.167480
1049.085205	2596.532227
1047.962280	2707.302734
1046.839233	2749.022705
1045.715820	2839.684814
1044.592163	2890.258789
1043.468384	2900.769775
1042.344360	2911.275879
1041.219971	2975.143555
1040.095459	3041.206787
1038.970581	3182.811768
1037.845581	3391.021240
1036.720337	3599.142334
1035.594849	3640.583496
1034.469116	3655.357910
1033.343140	3485.842285
1032.216919	3327.497314
1031.090454	3238.018799
1029.963745	3161.891357
1028.836792	3261.049561
1027.709595	3309.153076
1026.582153	3363.888428
1025.454590	3591.525879
1024.326660	3768.086426
1023.198547	4099.695313
1022.070129	4293.797852
1020.941528	4846.665527
1019.812683	5188.907715
1018.683594	5674.925781
1017.554260	6045.624512
1016.424683	6194.842773
1015.294861	6076.252441
1014.164856	5656.839844
1013.034546	5334.925293
1011.904053	4860.562988
1010.773254	4523.477051
1009.642273	4495.992188
1008.510986	4324.872070
1007.379517	4288.603027
1006.247803	4073.418457
1005.115845	3825.197266
